transaction_id,order_id,customer_id,product_id,transaction_date,transaction_timestamp,quantity,unit_price,subtotal,discount_percent,discount_amount,tax_rate,tax_amount,shipping_cost,total_amount,currency,payment_method,payment_status,order_status,shipping_method,channel,region,is_gift,notes,_source_file,_loaded_at
TXN-7890894A,ORD-0000000025,CUS-00000742,PRD-000059,2023-05-29T00:00:00,2023-05-29T00:00:00,1,773.3,773.3,15.0,115.99,0.07,46.01,4.56,707.88,US$,paypal,refunded,shipped,standard,store,Middle East,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-6A1672D3,ORD-0000000026,CUS-00000073,PRD-000338,2022-10-01,2022-10-01T00:00:00,3,953.69,2861.07,20.0,572.21,0.0,0.0,14.83,2303.69,USD,credit_card,refunded,processing,,phone,Europe,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-69E6E563,ORD-0000000027,CUS-00000948,PRD-000286,2023-06-23 00:00:00,2023-06-23T00:00:00,5,762.71,3813.55,0.0,0.0,0.2,762.71,16.76,4593.02,USD,crypto,pending,completed,pickup,mobile,Latin America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-A7CED709,ORD-0000000028,CUS-00000035,PRD-000287,2024-03-24T00:00:00,2024-03-24T00:00:00,7,940.87,6586.09,10.0,658.61,0.08,474.2,4.49,6406.17,USD,crypto,refunded,shipped,overnight,partner,Asia Pacific,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-D730D070,ORD-0000000029,CUS-00000605,PRD-000317,2022-03-30T00:00:00,2022-03-30T00:00:00,9,828.29,7454.61,20.0,1490.92,0.1,596.37,8.25,6568.31,USD,crypto,refunded,processing,overnight,phone,Europe,False,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-78AAA8D2,ORD-0000000030,CUS-00000522,PRD-000402,2024-03-23T00:00:00,2024-03-23T00:00:00,5,264.28,1321.4,25.0,330.35,0.0,0.0,19.25,1010.3,USD,paypal,pending,processing,,store,Latin America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-2C746CAA,ORD-0000000031,CUS-00000737,PRD-000121,2023-10-21,2023-10-21T00:00:00,6,948.97,5693.82,0.0,0.0,0.2,1138.76,3.76,6836.34,USD,cash_on_delivery,failed,delivered,express,phone,Latin America,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-FDE7CFE2,ORD-0000000032,CUS-00000084,PRD-000286,2023-10-30T00:00:00,2023-10-30T00:00:00,8,762.71,6101.68,0.0,0.0,0.0,0.0,5.95,6107.63,USD,paypal,refunded,completed,pickup,phone,Asia Pacific,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-F9CE438E,ORD-0000000033,CUS-00000883,PRD-000085,2022-07-02 00:00:00,2022-07-02T00:00:00,9,584.7,5262.3,5.0,263.12,0.05,249.96,6.22,5255.360000000001,USD,crypto,failed,completed,,mobile,North America,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-90B4232C,ORD-0000000034,CUS-00000330,PRD-000109,2022-11-07,2022-11-07T00:00:00,-2,301.95,603.9,0.0,0.0,0.0,0.0,-23.32,-627.22,USD,debit_card,pending,delivered,pickup,phone,North America,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-ADA8F04D,ORD-0000000035,CUS-00000521,PRD-000378,2022-10-22 00:00:00,2022-10-22T00:00:00,5,386.48,1932.4,0.0,0.0,0.08,154.59,17.37,2104.3599999999997,USD,credit_card,pending,processing,express,store,North America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-F49595D9,ORD-0000000036,CUS-00000833,PRD-000461,2022-05-30 00:00:00,2022-05-30T00:00:00,4,456.27,1825.08,0.0,0.0,0.08,146.01,11.6,1982.6899999999998,USD,credit_card,refunded,completed,overnight,mobile,Middle East,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-815F7429,ORD-0000000037,CUS-00000026,PRD-000058,2023-08-25T00:00:00,2023-08-25T00:00:00,8,770.09,6160.72,25.0,1540.18,0.08,369.64,0.49,4990.67,USD,bank_transfer,failed,completed,pickup,store,North America,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-120437B1,ORD-0000000038,CUS-00000877,PRD-000483,2024-10-18,2024-10-18T00:00:00,4,861.97,3447.88,5.0,172.39,0.07,229.28,2.58,3507.35,USD,cash_on_delivery,paid,pending,pickup,store,North America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-FD8414B4,ORD-0000000039,CUS-00000287,PRD-000297,2024-07-18,2024-07-18T00:00:00,7,867.19,6070.33,0.0,0.0,0.05,303.52,21.95,6395.8,USD,bank_transfer,refunded,completed,express,partner,Asia Pacific,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-0358B140,ORD-0000000040,CUS-00000864,PRD-000410,2022-10-17,2022-10-17T00:00:00,6,881.36,5288.16,0.0,0.0,0.0,0.0,15.01,5303.17,USD,paypal,failed,completed,overnight,mobile,Asia Pacific,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-A6424831,ORD-0000000041,CUS-00000967,PRD-000004,2023-08-17T00:00:00,2023-08-17T00:00:00,6,997.34,5984.04,0.0,0.0,0.07,418.88,9.02,6411.9400000000005,USD,credit_card,failed,shipped,express,web,North America,False,Fragile,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-DE495F5F,ORD-0000000042,CUS-00000517,PRD-DELETED-58,2022-05-17,2022-05-17T00:00:00,-7,45.69,319.83,10.0,31.98,0.05,14.39,22.94,-279.3,USD,credit_card,failed,delivered,,phone,Middle East,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-12EE6C85,ORD-0000000043,CUS-00000083,PRD-000021,2023-11-10,2023-11-10T00:00:00,9,807.46,7267.14,15.0,1090.07,0.2,1235.41,23.53,7436.009999999999,USD,debit_card,pending,completed,overnight,store,Asia Pacific,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-4552929C,ORD-0000000044,CUS-00000019,PRD-000182,2024-04-22,2024-04-22T00:00:00,4,144.39,577.56,5.0,28.88,0.2,109.74,20.89,679.31,USD,bank_transfer,failed,refunded,pickup,mobile,Europe,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-631C977A,ORD-0000000045,CUS-00000987,PRD-000410,2024-08-04 00:00:00,2024-08-04T00:00:00,4,881.36,3525.44,15.0,528.82,0.0,0.0,15.89,3012.5099999999998,USD,bank_transfer,paid,completed,overnight,partner,Europe,1,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-74716994,ORD-0000000046,CUS-00000401,PRD-000069,2023-09-21 00:00:00,2023-09-21T00:00:00,3,750.25,2250.75,0.0,0.0,0.08,180.06,5.86,2436.67,USD,debit_card,pending,shipped,standard,phone,Europe,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-C6794FF3,ORD-0000000047,CUS-00000467,PRD-000123,2023-06-17 00:00:00,2023-06-17T00:00:00,3,364.33,1092.99,0.0,0.0,0.0,0.0,10.27,1103.26,USD,credit_card,pending,refunded,standard,partner,Asia Pacific,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-F091D7D0,ORD-0000000048,CUS-00000918,PRD-000044,2022-02-10 00:00:00,2022-02-10T00:00:00,1,465.49,465.49,0.0,0.0,0.0,0.0,6.76,472.25,USD,credit_card,paid,pending,overnight,web,Middle East,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-8C894FB1,ORD-0000000049,CUS-00000057,PRD-000384,2023-11-02,2023-11-02T00:00:00,7,835.97,5851.79,20.0,1170.36,0.07,327.7,7.58,5016.71,USD,bank_transfer,refunded,delivered,,store,Latin America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-B5E6D630,ORD-0000000050,CUS-00000446,PRD-000442,2022-06-27T00:00:00,2022-06-27T00:00:00,3,567.72,1703.16,15.0,255.47,0.0,0.0,3.66,1451.3500000000001,USD,bank_transfer,refunded,processing,,store,Europe,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-6832D5B8,ORD-0000000051,CUS-00000178,PRD-000047,2024-07-10T00:00:00,2024-07-10T00:00:00,6,682.1,4092.6,0.0,0.0,0.07,286.48,7.19,4386.2699999999995,USD,cash_on_delivery,pending,shipped,pickup,phone,Latin America,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-AB063998,ORD-0000000052,CUS-00000182,PRD-000132,2023-04-15 00:00:00,2023-04-15T00:00:00,9,624.35,5619.15,20.0,1123.83,0.05,224.77,23.0,4743.09,USD,debit_card,pending,cancelled,express,store,Latin America,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-C6C51CCC,ORD-0000000053,CUS-00000223,PRD-000032,2024-06-01 00:00:00,2024-06-01T00:00:00,7,997.44,6982.08,0.0,0.0,0.08,558.57,7.5,7548.15,USD,crypto,paid,shipped,,partner,Latin America,False,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-EBD96ACC,ORD-0000000054,CUS-00000656,PRD-000128,2023-10-01T00:00:00,2023-10-01T00:00:00,6,12.16,72.96,10.0,7.3,0.2,13.13,3.17,81.96000000000001,USD,debit_card,refunded,refunded,pickup,phone,North America,0,Express delivery requested,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-1A582036,ORD-0000000055,CUS-00000025,PRD-000167,2024-10-08,2024-10-08T00:00:00,6,821.31,4927.86,0.0,0.0,0.0,0.0,20.16,4948.0199999999995,USD,crypto,refunded,delivered,standard,web,Asia Pacific,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-6C6C8EF4,ORD-0000000056,CUS-00000029,PRD-000033,2023-01-17 00:00:00,2023-01-17T00:00:00,8,902.19,7217.52,0.0,0.0,0.0,0.0,12.68,7230.200000000001,USD,bank_transfer,pending,processing,express,web,Latin America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-F9644FC5,ORD-0000000057,CUS-00000898,PRD-000036,2023-11-15,2023-11-15T00:00:00,8,946.79,7574.32,10.0,757.43,0.05,340.84,21.36,7179.089999999999,USD,cash_on_delivery,paid,processing,pickup,web,Middle East,1,Fragile,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-4613E5C6,ORD-0000000058,CUS-00000683,PRD-000129,2023-11-28,2023-11-28T00:00:00,1,143.28,143.28,5.0,7.16,0.05,6.81,9.14,152.07,USD,debit_card,pending,completed,express,store,Middle East,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-CD215487,ORD-0000000059,CUS-00000844,PRD-000336,2022-10-09T00:00:00,2022-10-09T00:00:00,5,92.12,460.6,0.0,0.0,0.08,36.85,1.97,499.42,USD,paypal,refunded,pending,standard,web,Middle East,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-154CB008,ORD-0000000060,CUS-00000910,PRD-DELETED-9,2023-10-17,2023-10-17T00:00:00,8,287.51,2300.08,15.0,345.01,0.0,0.0,7.38,1962.45,USD,crypto,paid,pending,standard,mobile,Asia Pacific,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-E1127D64,ORD-0000000061,CUS-00000004,PRD-000303,2022-02-13 00:00:00,2022-02-13T00:00:00,4,979.68,3918.72,15.0,587.81,0.2,666.18,-6.96,3990.13,USD,paypal,refunded,completed,,phone,Europe,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-9835C397,ORD-0000000062,CUS-00000197,PRD-000216,2023-07-31,2023-07-31T00:00:00,2,994.38,1988.76,5.0,99.44,0.1,188.93,0.21,2078.46,USD,credit_card,refunded,refunded,overnight,store,Middle East,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-A740503D,ORD-0000000063,CUS-00000309,PRD-000028,2022-04-22 00:00:00,2022-04-22T00:00:00,8,417.52,3340.16,0.0,0.0,0.0,0.0,10.84,3351.0,USD,debit_card,refunded,pending,overnight,store,Asia Pacific,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-30519BF9,ORD-0000000064,CUS-00000126,PRD-000375,2022-01-16 00:00:00,2022-01-16T00:00:00,8,444.52,3556.16,0.0,0.0,0.2,711.23,24.16,4291.55,USD,debit_card,failed,processing,express,phone,North America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-A64191CB,ORD-0000000065,CUS-00000532,PRD-000134,2023-05-04 00:00:00,2023-05-04T00:00:00,6,247.93,1487.58,5.0,74.38,0.08,113.06,17.21,1543.47,USD,debit_card,failed,refunded,pickup,partner,Middle East,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-6C528088,ORD-0000000066,CUS-00000667,PRD-000343,2022-02-23 00:00:00,2022-02-23T00:00:00,3,793.7,2381.1,5.0,119.06,0.07,158.34,24.34,2444.7200000000003,USD,paypal,refunded,completed,express,mobile,Middle East,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-E1700308,ORD-0000000067,CUS-00000114,PRD-000115,2023-11-18T00:00:00,2023-11-18T00:00:00,6,918.84,5513.04,25.0,1378.26,0.2,826.96,4.56,4966.3,USD,cash_on_delivery,pending,completed,standard,store,North America,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-65668DBA,ORD-0000000068,CUS-00000678,PRD-000148,2023-03-08,2023-03-08T00:00:00,1,10.27,10.27,25.0,2.57,0.2,1.54,9.32,18.560000000000002,USD,paypal,paid,completed,express,web,Asia Pacific,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-6F752C4F,ORD-0000000069,CUS-00000246,PRD-000288,2024-11-05,2024-11-05T00:00:00,10,922.24,9222.4,20.0,1844.48,0.07,516.45,15.57,7909.94,USD,crypto,refunded,refunded,overnight,web,Europe,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-73C593EF,ORD-0000000070,CUS-00000318,PRD-000155,2023-01-24,2023-01-24T00:00:00,4,750.41,3001.64,25.0,750.41,0.08,180.1,7.88,2439.21,USD,crypto,pending,completed,,partner,Middle East,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-AC674A21,ORD-0000000071,CUS-00000408,PRD-000500,2022-06-17T00:00:00,2022-06-17T00:00:00,5,852.08,4260.4,0.0,0.0,0.1,426.04,6.49,4692.929999999999,USD,debit_card,failed,cancelled,pickup,web,Asia Pacific,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-C2C65E2A,ORD-0000000072,CUS-00000683,PRD-000303,2023-07-08,2023-07-08T00:00:00,5,979.68,4898.4,20.0,979.68,0.07,274.31,9.92,4202.95,USD,bank_transfer,refunded,processing,,web,Latin America,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-C0177B52,ORD-0000000073,CUS-00000357,PRD-000053,2023-09-11,2023-09-11T00:00:00,6,183.33,1099.98,5.0,55.0,0.05,52.25,8.13,1105.3600000000001,USD,paypal,pending,completed,express,web,Middle East,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-3F9DC7E6,ORD-0000000074,CUS-00000038,PRD-000180,2023-03-24 00:00:00,2023-03-24T00:00:00,6,698.86,4193.16,0.0,0.0,0.07,293.52,23.03,4509.71,USD,bank_transfer,refunded,delivered,,mobile,Middle East,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-81F01531,ORD-0000000075,CUS-00000689,PRD-000087,2023-11-25T00:00:00,2023-11-25T00:00:00,5,195.08,975.4,25.0,243.85,0.05,36.58,16.45,784.58,USD,debit_card,paid,completed,pickup,partner,Latin America,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-18494E7C,ORD-0000000076,CUS-00000908,PRD-000434,2022-09-26 00:00:00,2022-09-26T00:00:00,9,853.7,7683.3,25.0,1920.83,0.05,288.12,13.3,6063.89,usd,crypto,failed,processing,standard,partner,Europe,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-B3102C61,ORD-0000000077,CUS-00000511,PRD-000496,2024-08-04 00:00:00,2024-08-04T00:00:00,8,33.63,269.04,15.0,40.36,0.05,11.43,20.46,260.57,USD,credit_card,paid,processing,,partner,Asia Pacific,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-2AFFA7BF,ORD-0000000078,CUS-00000867,PRD-000064,2022-02-28,2022-02-28T00:00:00,7,777.21,5440.47,25.0,1360.12,0.07,285.62,2.05,4368.02,USD,crypto,failed,refunded,,mobile,Latin America,True,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-EBF7FD33,ORD-0000000079,CUS-00000051,PRD-000391,2022-03-02 00:00:00,2022-03-02T00:00:00,5,65.48,327.4,0.0,0.0,0.0,0.0,21.71,349.10999999999996,USD,bank_transfer,paid,completed,express,partner,Asia Pacific,true,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-720BB7F8,ORD-0000000080,CUS-00000584,PRD-000304,2023-11-17 00:00:00,2023-11-17T00:00:00,8,660.98,5287.84,5.0,264.39,0.0,0.0,1.78,5025.23,USD,bank_transfer,paid,processing,express,partner,Asia Pacific,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-2A09BF70,ORD-0000000081,CUS-00000019,PRD-000112,2024-01-08T00:00:00,2024-01-08T00:00:00,7,181.14,1267.98,0.0,0.0,0.05,63.4,12.52,1343.9,USD,bank_transfer,refunded,completed,,phone,Asia Pacific,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-C148C4CF,ORD-0000000082,CUS-00000290,PRD-000039,2023-02-23 00:00:00,2023-02-23T00:00:00,4,82.75,331.0,15.0,49.65,0.1,28.14,1.06,310.55,USD,debit_card,pending,shipped,express,phone,Asia Pacific,1,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-7F5E2EDD,ORD-0000000083,CUS-00000215,PRD-000202,2023-10-19T00:00:00,2023-10-19T00:00:00,9,557.86,5020.74,0.0,0.0,0.2,1004.15,22.38,6047.27,USD,crypto,failed,cancelled,overnight,store,Middle East,false,,sales_transactions.parquet,2026-02-10T22:25:28.068809
TXN-3D2FD6DD,ORD-0000000084,CUS-00000757,PRD-000422,2023-05-17T00:00:00,2023-05-17T00:00:00,7,145.93,1021.51,10.0,102.15,0.1,91.94,19.79,1031.09,USD,paypal,refunded,completed,standard,phone,Latin America,0,,sales_transactions.parquet,2026-02-10T22:25:28.068809
