invoice_id,invoice_number,vendor_id,vendor_name,invoice_date,due_date,payment_terms,po_number,line_item_count,line_items_json,subtotal,tax_rate,tax_amount,shipping_handling,total_amount,currency,payment_status,amount_paid,balance_due,payment_date,payment_method,approved_by,notes,created_at,updated_at,_source_file,_loaded_at
INV-3A8F3F43,INV-FASHITA-2022-00011,VND-005,FashionFirst Italia,07-27-2023,27/07/2023,NET30,PO-760801,8,"[{""line_number"": 1, ""product_id"": ""PRD-000478"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 328, ""unit_cost"": 238.0, ""line_total"": 78064.0}, {""line_number"": 2, ""product_id"": ""PRD-000347"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 22, ""unit_cost"": 153.57, ""line_total"": 3378.54}, {""line_number"": 3, ""product_id"": ""PRD-000369"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 92, ""unit_cost"": 376.09, ""line_total"": 34600.28}, {""line_number"": 4, ""product_id"": ""PRD-000140"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 493, ""unit_cost"": 503.17, ""line_total"": 248062.81}, {""line_number"": 5, ""product_id"": ""PRD-000253"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 142, ""unit_cost"": 266.2, ""line_total"": 37800.4}, {""line_number"": 6, ""product_id"": ""PRD-000252"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 139, ""unit_cost"": 420.26, ""line_total"": 58416.14}, {""line_number"": 7, ""product_id"": ""PRD-000155"", ""description"": ""Bulk purchase - Line 7"", ""quantity"": 286, ""unit_cost"": 382.4, ""line_total"": 109366.4}, {""line_number"": 8, ""product_id"": ""PRD-000119"", ""description"": ""Bulk purchase - Line 8"", ""quantity"": 327, ""unit_cost"": 359.44, ""line_total"": 117536.88}]",687225.4500000001,0.1,68722.55,469.19,756417.19,EUR,paid,756417.19,0.0,2023-09-02,check,jane.smith@company.com,Quality inspection required,2023-07-27T00:00:00,2023-08-08T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-B112FD2B,INV-NORDHOME-2022-00012,VND-003,Nordic Home Essentials,02-22-2024,22/02/2024,NET30,PO-953999,2,"[{""line_number"": 1, ""product_id"": ""PRD-000335"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 334, ""unit_cost"": 281.99, ""line_total"": 94184.66}, {""line_number"": 2, ""product_id"": ""PRD-000308"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 88, ""unit_cost"": 219.54, ""line_total"": 19319.52}]",113504.18000000001,0.0,0.0,171.91,113676.09,EUR,paid,113676.09,0.0,2024-03-13,ach,,,2024-02-22T00:00:00,2024-04-09T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-78973DAD,INV-NORDHOME-2022-00013,VND-003,Nordic Home Essentials,23/11/2024,2024-11-23,NET30,PO-402637,2,"[{""line_number"": 1, ""product_id"": ""PRD-000475"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 352, ""unit_cost"": 415.23, ""line_total"": 146160.96}, {""line_number"": 2, ""product_id"": null, ""description"": ""Bulk purchase - Line 2"", ""quantity"": 68, ""unit_cost"": 65.89, ""line_total"": 4480.52}]",150641.47999999998,0.08,12051.32,464.69,163157.49,EUR,pending,0.0,163157.49,,credit_card,procurement@company.com,,2024-11-23T00:00:00,2024-12-13T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-B5E84FF4,INV-AUSSPORT-2024-00014,VND-004,Aussie Sports Gear,2022/04/14,2022-04-14,NET30,PO-361298,6,"[{""line_number"": 1, ""product_id"": ""PRD-000453"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 437, ""unit_cost"": 604.82, ""line_total"": 264306.34}, {""line_number"": 2, ""product_id"": ""PRD-000350"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 30, ""unit_cost"": 402.48, ""line_total"": 12074.4}, {""line_number"": 3, ""product_id"": ""PRD-000264"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 261, ""unit_cost"": 83.89, ""line_total"": 21895.29}, {""line_number"": 4, ""product_id"": ""PRD-000091"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 476, ""unit_cost"": 236.21, ""line_total"": 112435.96}, {""line_number"": 5, ""product_id"": ""PRD-000075"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 441, ""unit_cost"": 456.28, ""line_total"": 201219.48}, {""line_number"": 6, ""product_id"": ""PRD-000043"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 192, ""unit_cost"": 163.55, ""line_total"": 31401.6}]",643333.0700000001,0.05,32166.65,43.77,675543.49,AUD,paid,675543.49,0.0,2022-05-17,,procurement@company.com,,2022-04-14T00:00:00,2022-05-15T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-661FB9EC,INV-AUSSPORT-2024-00015,VND-004,Aussie Sports Gear,14/09/2024,14/09/2024,NET30,PO-302408,3,"[{""line_number"": 1, ""product_id"": null, ""description"": ""Bulk purchase - Line 1"", ""quantity"": 183, ""unit_cost"": 136.17, ""line_total"": 24919.11}, {""line_number"": 2, ""product_id"": null, ""description"": ""Bulk purchase - Line 2"", ""quantity"": 71, ""unit_cost"": 87.43, ""line_total"": 6207.53}, {""line_number"": 3, ""product_id"": null, ""description"": ""Bulk purchase - Line 3"", ""quantity"": 438, ""unit_cost"": 36.16, ""line_total"": 15838.08}]",46964.72,0.2,9392.94,485.01,56842.67,AUD,pending,0.0,56842.67,,check,,Recurring monthly order,2024-09-14T00:00:00,2024-09-17T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-95C48D81,INV-TECHFLOW-2024-00016,VND-001,TechFlow Electronics,06-13-2024,13/06/2024,NET30,PO-315100,8,"[{""line_number"": 1, ""product_id"": ""PRD-000390"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 465, ""unit_cost"": 549.96, ""line_total"": 255731.4}, {""line_number"": 2, ""product_id"": ""PRD-000055"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 277, ""unit_cost"": 201.25, ""line_total"": 55746.25}, {""line_number"": 3, ""product_id"": ""PRD-000398"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 447, ""unit_cost"": 117.86, ""line_total"": 52683.42}, {""line_number"": 4, ""product_id"": ""PRD-000361"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 496, ""unit_cost"": 287.85, ""line_total"": 142773.6}, {""line_number"": 5, ""product_id"": ""PRD-000089"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 31, ""unit_cost"": 352.4, ""line_total"": 10924.4}, {""line_number"": 6, ""product_id"": ""PRD-000143"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 58, ""unit_cost"": 245.54, ""line_total"": 14241.32}, {""line_number"": 7, ""product_id"": null, ""description"": ""Bulk purchase - Line 7"", ""quantity"": 202, ""unit_cost"": 122.37, ""line_total"": 24718.74}, {""line_number"": 8, ""product_id"": ""PRD-000317"", ""description"": ""Bulk purchase - Line 8"", ""quantity"": 498, ""unit_cost"": 518.66, ""line_total"": 258292.68}]",815111.81,0.08,65208.94,108.62,880429.37,GBP,disputed,851297.71,29131.66,,,procurement@company.com,,2024-06-13T00:00:00,2024-06-13T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-9817BEE2,INV-GLOBGAD-2024-00017,VND-002,Global Gadgets Ltd,06-08-2022,2022-06-08,NET45,PO-281928,4,"[{""line_number"": 1, ""product_id"": ""PRD-000344"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 388, ""unit_cost"": 372.62, ""line_total"": 144576.56}, {""line_number"": 2, ""product_id"": ""PRD-000428"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 424, ""unit_cost"": 178.88, ""line_total"": 75845.12}, {""line_number"": 3, ""product_id"": ""PRD-000222"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 288, ""unit_cost"": 392.65, ""line_total"": 113083.2}, {""line_number"": 4, ""product_id"": ""PRD-000397"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 353, ""unit_cost"": 8.02, ""line_total"": 2831.06}]",336335.94,0.0,0.0,165.43,337708.89,USD,paid,337708.89,0.0,2022-07-10,check,john.doe@company.com,,2022-06-08T00:00:00,2022-07-26T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-022606AB,INV-DISCONT-2022-00018,VND-010,Discontinued Supplies Inc,2023/03/30,2023-03-30,NET60,PO-350956,7,"[{""line_number"": 1, ""product_id"": ""PRD-000500"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 461, ""unit_cost"": 403.5, ""line_total"": 186013.5}, {""line_number"": 2, ""product_id"": ""PRD-000500"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 269, ""unit_cost"": 403.5, ""line_total"": 108541.5}, {""line_number"": 3, ""product_id"": ""PRD-000494"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 468, ""unit_cost"": 39.95, ""line_total"": 18696.6}, {""line_number"": 4, ""product_id"": ""PRD-000494"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 302, ""unit_cost"": 153.03, ""line_total"": 46215.06}, {""line_number"": 5, ""product_id"": ""PRD-000494"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 45, ""unit_cost"": 167.23, ""line_total"": 7525.35}, {""line_number"": 6, ""product_id"": ""PRD-000495"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 199, ""unit_cost"": 498.07, ""line_total"": 99115.93}, {""line_number"": 7, ""product_id"": null, ""description"": ""Bulk purchase - Line 7"", ""quantity"": 143, ""unit_cost"": 129.11, ""line_total"": 18462.73}]",484570.6699999999,0.1,48457.07,105.19,533132.93,USD,paid,533132.93,0.0,2023-06-20,,jane.smith@company.com,,2023-03-30T00:00:00,2023-04-12T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-CDE72DDE,INV-FASHITA-2024-00019,VND-005,FashionFirst Italia,2024/07/31,31/07/2024,NET30,PO-631972,3,"[{""line_number"": 1, ""product_id"": null, ""description"": ""Bulk purchase - Line 1"", ""quantity"": 402, ""unit_cost"": 96.01, ""line_total"": 38596.02}, {""line_number"": 2, ""product_id"": ""PRD-000011"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 26, ""unit_cost"": 444.37, ""line_total"": 11553.62}, {""line_number"": 3, ""product_id"": ""PRD-000421"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 24, ""unit_cost"": 348.11, ""line_total"": 8354.64}]",58504.28,0.21,12285.9,390.12,71180.3,EUR,partial,27603.34,43576.96,2024-08-25,,jane.smith@company.com,,2024-07-31T00:00:00,2024-09-11T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-29F19DE7,INV-GLOBGAD-2023-00020,VND-002,Global Gadgets Ltd,16/09/2023,16/09/2023,NET45,PO-727385,6,"[{""line_number"": 1, ""product_id"": ""PRD-000098"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 12, ""unit_cost"": 262.97, ""line_total"": 3155.64}, {""line_number"": 2, ""product_id"": ""PRD-000429"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 293, ""unit_cost"": 79.24, ""line_total"": 23217.32}, {""line_number"": 3, ""product_id"": ""PRD-000473"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 408, ""unit_cost"": 62.75, ""line_total"": 25602.0}, {""line_number"": 4, ""product_id"": ""PRD-000399"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 369, ""unit_cost"": 330.19, ""line_total"": 121840.11}, {""line_number"": 5, ""product_id"": ""PRD-000299"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 491, ""unit_cost"": 145.46, ""line_total"": 71420.86}, {""line_number"": 6, ""product_id"": ""PRD-000131"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 255, ""unit_cost"": 33.3, ""line_total"": 8491.5}]",253727.43,0.08,20298.19,49.07,274074.69,USD,paid,274074.69,0.0,2023-11-18,credit_card,jane.smith@company.com,,2023-09-16T00:00:00,2023-09-25T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-6296ADF4,INV-TECHFLOW-2024-00021,VND-001,TechFlow Electronics,2023/03/15,15/03/2023,NET30,PO-335030,3,"[{""line_number"": 1, ""product_id"": ""PRD-000152"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 192, ""unit_cost"": 230.24, ""line_total"": 44206.08}, {""line_number"": 2, ""product_id"": ""PRD-000152"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 422, ""unit_cost"": 230.24, ""line_total"": 97161.28}, {""line_number"": 3, ""product_id"": ""PRD-000214"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 411, ""unit_cost"": 125.72, ""line_total"": 51670.92}]",193038.27999999997,0.0,0.0,390.44,193428.72,USD,pending,0.0,193428.72,,credit_card,procurement@company.com,,2023-03-15T00:00:00,2023-04-17T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-BD9BFC98,INV-FASHITA-2024-00022,VND-005,FashionFirst Italia,2024/09/03,03/09/2024,NET30,,5,"[{""line_number"": 1, ""product_id"": ""PRD-000421"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 287, ""unit_cost"": 348.11, ""line_total"": 99907.57}, {""line_number"": 2, ""product_id"": ""PRD-000223"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 124, ""unit_cost"": 400.31, ""line_total"": 49638.44}, {""line_number"": 3, ""product_id"": ""PRD-000289"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 237, ""unit_cost"": 498.76, ""line_total"": 118206.12}, {""line_number"": 4, ""product_id"": ""PRD-000015"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 372, ""unit_cost"": 383.51, ""line_total"": 142665.72}, {""line_number"": 5, ""product_id"": ""PRD-000121"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 154, ""unit_cost"": 423.84, ""line_total"": 65271.36}]",475689.20999999996,0.07,33298.24,108.84,509096.29,usd,partial,237394.47,271701.82,2024-09-25,check,procurement@company.com,,2024-09-03T00:00:00,2024-10-16T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-9B6CB99E,INV-NORDHOME-2024-00023,VND-003,Nordic Home Essentials,2022/08/22,2022-08-22,NET30,PO-744634,7,"[{""line_number"": 1, ""product_id"": ""PRD-000178"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 159, ""unit_cost"": 8.26, ""line_total"": 1313.34}, {""line_number"": 2, ""product_id"": ""PRD-000243"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 266, ""unit_cost"": 118.28, ""line_total"": 31462.48}, {""line_number"": 3, ""product_id"": ""PRD-000303"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 189, ""unit_cost"": 364.7, ""line_total"": 68928.3}, {""line_number"": 4, ""product_id"": ""PRD-000258"", ""description"": ""Bulk purchase - Line 4"", ""quantity"": 149, ""unit_cost"": 15.76, ""line_total"": 2348.24}, {""line_number"": 5, ""product_id"": ""PRD-000360"", ""description"": ""Bulk purchase - Line 5"", ""quantity"": 498, ""unit_cost"": 449.67, ""line_total"": 223935.66}, {""line_number"": 6, ""product_id"": ""PRD-000030"", ""description"": ""Bulk purchase - Line 6"", ""quantity"": 110, ""unit_cost"": 183.19, ""line_total"": 20150.9}, {""line_number"": 7, ""product_id"": ""PRD-000258"", ""description"": ""Bulk purchase - Line 7"", ""quantity"": 243, ""unit_cost"": 15.76, ""line_total"": 3829.68}]",351968.60000000003,0.05,17598.43,42.24,369609.27,EUR,paid,369609.27,0.0,2022-10-14,check,procurement@company.com,,2022-08-22T00:00:00,2022-09-08T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
INV-90FCF8D9,INV-NORDHOME-2022-00024,VND-003,Nordic Home Essentials,24/08/2023,24/08/2023,NET30,PO-222269,3,"[{""line_number"": 1, ""product_id"": ""PRD-000304"", ""description"": ""Bulk purchase - Line 1"", ""quantity"": 280, ""unit_cost"": 278.98, ""line_total"": 78114.4}, {""line_number"": 2, ""product_id"": ""PRD-000030"", ""description"": ""Bulk purchase - Line 2"", ""quantity"": 396, ""unit_cost"": 183.19, ""line_total"": 72543.24}, {""line_number"": 3, ""product_id"": ""PRD-000410"", ""description"": ""Bulk purchase - Line 3"", ""quantity"": 21, ""unit_cost"": 371.21, ""line_total"": 7795.41}]",158453.05000000002,0.2,31690.61,0.0,190143.66,EUR,disputed,33609.15,156534.51,,ach,jane.smith@company.com,,2023-08-24T00:00:00,2023-10-07T00:00:00,invoices.csv,2026-02-10T22:33:04.850936
